_id,parcel_id,address,zip_code,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
623734,0015L00194000000,"113 CHALFONT ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-01-04,Pass,0,0015L00194000000,Active,40.4167898832,-80.0053012272,Beltzhoover,3,18
623735,0232B00068000000,"1825 MAPLEWOOD AVE, Pittsburgh, 15221",15221,Condemned/Dead End Property,2024-02-07,,,0232B00068000000,Active,40.4520782036,-79.8780199575,East Hills,9,13
623736,0232B00068000000,"1825 MAPLEWOOD AVE, Pittsburgh, 15221",15221,Condemned/Dead End Property,2024-02-07,Fail,2,0232B00068000000,Active,40.4520782036,-79.8780199575,East Hills,9,13
623737,0011A00235000000,No primary address specified,15219,Condemned/Dead End Property,2020-12-03,Pass,0,0011A00235000000,Active,40.4412621566,-79.979691369,Crawford-Roberts,6,3
623738,0185S00058000000,"5622 DELLAGLEN AVE, Pittsburgh, PA 15207",15207,Condemned/Dead End Property,2020-08-27,Fail,1,0185S00058000000,Active,40.3672019816,-79.9199499228,Lincoln Place,5,31
623739,0027B00097000000,"3216 CAMP ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2024-05-14,Pass,0,0027B00097000000,Active,40.4518320374,-79.958763234,Upper Hill,6,5
623740,0015L00050000000,"56 LAFFERTY AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-03,Pass,0,0015L00050000000,Active,40.4174140647,-80.0076376141,Beltzhoover,3,18
623741,0046G00142000000,No primary address specified,15214,Condemned/Dead End Property,2023-08-22,,,0046G00142000000,Active,40.4675426049,-80.0050202229,Perry South,6,26
623742,0055S00051000000,No primary address specified,15207,Condemned/Dead End Property,2025-11-05,,,0055S00051000000,Active,40.4142730529,-79.9329139658,Hazelwood,5,15
623743,0022R00240000000,"1204 HAMLIN ST, Pittsburgh, 15233",15233,Condemned/Dead End Property,2025-12-04,Fail,2,0022R00240000000,Active,40.4533646212,-80.0227500746,Manchester,6,21
623744,0022R00240000000,"1204 HAMLIN ST, Pittsburgh, 15233",15233,Condemned/Dead End Property,2026-07-20,,,0022R00240000000,Active,40.4533646212,-80.0227500746,Manchester,6,21
623745,0042J00191000000,"1015 STANHOPE ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-12-03,Pass,0,0042J00191000000,Active,40.4567020444,-80.0631505688,Sheraden,2,20
623746,0035G00305000000,"730 HAMPSHIRE AVE, Pittsburgh, 15216",15216,Condemned/Dead End Property,2023-12-13,Pass,0,0035G00305000000,Active,40.4109539936,-80.0216498173,Beechview,4,19
623747,0014P00093000000,"232 ZARA ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-04-28,Pass,0,0014P00093000000,Active,40.4156043812,-79.992144286,Knoxville,3,30
623748,0014P00093000000,"232 ZARA ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-05-17,Fail,2,0014P00093000000,Active,40.4156043812,-79.992144286,Knoxville,3,30
623749,0010F00126000000,"2284 BEDFORD AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-02-14,Fail,2,0010F00126000000,Active,40.4490839895,-79.9756946272,Middle Hill,6,5
623750,0010F00126000000,"2284 BEDFORD AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-06-12,Fail,1,0010F00126000000,Active,40.4490839895,-79.9756946272,Middle Hill,6,5
623751,0174B00130000000,No primary address specified,15208,Condemned/Dead End Property,2023-03-06,Pass,0,0174B00130000000,Active,40.461470636,-79.8927890243,Homewood North,9,13
623752,0026K00257000000,"3452 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-07-23,Fail,2,0026K00257000000,Active,40.4557251976,-79.9603460756,Upper Hill,6,5
623753,0026K00257000000,"3452 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-07-23,Fail,1,0026K00257000000,Active,40.4557251976,-79.9603460756,Upper Hill,6,5
623754,0027B00318000000,"912 CHEROKEE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-10,Fail,1,0027B00318000000,Active,40.450649312,-79.9589500923,Upper Hill,6,5
623755,0015D00222000000,"427 EDGEMONT ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2022-03-17,Fail,2,0015D00222000000,Active,40.422614947,-79.9995264499,Mount Washington,3,18
623756,0015D00222000000,"427 EDGEMONT ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2024-01-12,,,0015D00222000000,Active,40.422614947,-79.9995264499,Mount Washington,3,18
623757,0175H00193000000,No primary address specified,15221,Condemned/Dead End Property,2026-05-22,,,0175H00193000000,Active,40.4501153041,-79.884073672,East Hills,9,13
623758,0173N00305000000,"7035 UPLAND ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-03-20,Fail,2,0173N00305000000,Active,40.4630660232,-79.8979366378,Homewood North,9,13
623759,0173N00305000000,"7035 UPLAND ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-03-20,,,0173N00305000000,Active,40.4630660232,-79.8979366378,Homewood North,9,13
623760,0124P00079000A00,"6411 MEADOW ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2020-09-04,Fail,2,0124P00079000A00,Active,40.463178699,-79.9118458872,Larimer,9,12
623761,0010M00091000000,"522 FRANCIS ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2023-03-09,Fail,1,0010M00091000000,Active,40.4478820182,-79.9676451445,Middle Hill,6,5
623762,0025M00112000000,"3041 PULAWSKI Way, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-06-01,Fail,1,0025M00112000000,Active,40.4569512929,-79.9683557925,Polish Hill,7,6
623763,0011K00056000A00,"2134 5TH AVE, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-09-21,Fail,1,0011K00056000A00,Active,40.4378874725,-79.9746262243,Bluff,6,4
623764,0083F00178000000,"621 MELLON ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2022-04-12,Fail,2,0083F00178000000,Active,40.4693755582,-79.9262930624,East Liberty,9,11
623765,0060P00187000000,No primary address specified,15210,Condemned/Dead End Property,2024-06-13,Pass,0,0060P00187000000,Active,40.3946339703,-79.9927038222,Carrick,4,29
623766,0010H00325000000,No primary address specified,15219,Condemned/Dead End Property,2020-11-04,Pass,0,0010H00325000000,Active,40.4502979769,-79.9674542949,Middle Hill,6,5
623767,0172R00003000000,No primary address specified,15206,Condemned/Dead End Property,2025-03-07,Pass,0,0172R00003000000,Active,40.4723095782,-79.8898866956,Lincoln-Lemington-Belmar,9,12
623768,0076J00113000000,"3245 CENTRAL AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-08-17,Fail,2,0076J00113000000,Active,40.4758345074,-80.029260955,Marshall-Shadeland,6,27
623769,0075M00131000000,"1436 WOODS RUN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-04-17,Fail,1,0075M00131000000,Active,40.4753748843,-80.0351183993,Brighton Heights,1,27
623770,0174H00253000000,No primary address specified,15221,Condemned/Dead End Property,2020-10-16,Pass,0,0174H00253000000,Active,40.4576419652,-79.8847444977,Homewood North,9,13
623771,0010K00145000000,"618 PERRY ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-12-10,Fail,1,0010K00145000000,Active,40.4463237289,-79.97745318,Middle Hill,6,5
623772,0010K00145000000,"618 PERRY ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-12-10,Fail,1,0010K00145000000,Active,40.4463237289,-79.97745318,Middle Hill,6,5
623773,0010K00145000000,"618 PERRY ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-12-10,Fail,1,0010K00145000000,Active,40.4463237289,-79.97745318,Middle Hill,6,5
623774,0010K00145000000,"618 PERRY ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-12-10,Fail,1,0010K00145000000,Active,40.4463237289,-79.97745318,Middle Hill,6,5
623775,0024F00176000000,"1141 SPRING GARDEN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-08-28,,,0024F00176000000,Active,40.4599758015,-79.9918059562,Spring Garden,1,24
623776,0024F00176000000,"1141 SPRING GARDEN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-01-29,Fail,3,0024F00176000000,Active,40.4599758015,-79.9918059562,Spring Garden,1,24
623777,0014E00285000000,No primary address specified,15210,Condemned/Dead End Property,2023-09-20,Pass,0,0014E00285000000,Active,40.4189380246,-79.9960113572,Allentown,3,18
623778,0049M00130000000,"4546 PENN AVE, Pittsburgh, 15224",15224,Condemned/Dead End Property,2026-04-13,Fail,3,0049M00130000000,Active,40.4658560444,-79.9506455982,Bloomfield,7,9
623779,0042P00308000000,"2965 CHARTIERS AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2025-07-25,Pass,0,0042P00308000000,Active,40.454009728,-80.0582898991,Sheraden,2,20
623780,0094F00155000000,"245 SPENCER AVE, Pittsburgh, 15227",15227,Condemned/Dead End Property,2020-10-13,Fail,2,0094F00155000000,Active,40.389704193,-79.9765475859,Carrick,4,29
623781,0033B00005000000,"339 MATHEWS AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-12-23,Fail,1,0033B00005000000,Active,40.4137107503,-79.9947277931,Knoxville,3,30
623782,0033B00005000000,"339 MATHEWS AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-01-17,,,0033B00005000000,Active,40.4137107503,-79.9947277931,Knoxville,3,30
623783,0011E00173000000,"223 LOMBARD ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-09-01,Fail,2,0011E00173000000,Active,40.4397551877,-79.9791096051,Crawford-Roberts,6,3
623784,0095D00352000100,"107 DUFFLAND ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2020-06-16,Fail,2,0095D00352000100,Active,40.392471662,-79.9845617194,Carrick,4,29
623785,0014K00308000000,"214 CHARLES ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2021-05-14,Fail,1,0014K00308000000,Active,40.4163677377,-79.9913978927,Knoxville,3,30
623786,0057G00226000000,No primary address specified,15207,Condemned/Dead End Property,2024-06-10,Pass,0,0057G00226000000,Active,40.401400921,-79.9395327129,Hazelwood,5,15
623787,0046K00111000000,"129 LAFAYETTE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2025-07-23,Fail,2,0046K00111000000,Active,40.4652526934,-80.0105650374,Perry South,6,26
623788,0046K00111000000,"129 LAFAYETTE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2026-01-20,Pass,0,0046K00111000000,Active,40.4652526934,-80.0105650374,Perry South,6,26
623789,0057D00050000000,No primary address specified,15207,Condemned/Dead End Property,2024-12-02,Pass,0,0057D00050000000,Active,40.4030416396,-79.9361090169,Hazelwood,5,15
623790,0014D00267000000,"2507 S 18TH ST, Pittsburgh, 15210",15203,Condemned/Dead End Property,2020-08-20,Fail,1,0014D00267000000,Active,40.4215883105,-79.9838795506,South Side Slopes,3,17
623791,0014D00267000000,"2507 S 18TH ST, Pittsburgh, 15210",15203,Condemned/Dead End Property,2026-04-09,Pass,0,0014D00267000000,Active,40.4215883105,-79.9838795506,South Side Slopes,3,17
623792,0009S00212000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-19,Pass,0,0009S00212000000,Active,40.4449118434,-79.9830932302,Crawford-Roberts,6,3
623793,0174F00040000000,No primary address specified,15208,Condemned/Dead End Property,2020-10-14,Pass,0,0174F00040000000,Active,40.4598199722,-79.8926828166,Homewood North,9,13
623794,0025H00107000000,"314 HARMAR ST, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-06-17,Pass,0,0025H00107000000,Active,40.4579374299,-79.9682626986,Polish Hill,7,6
623795,0004N00146000000,"287 WADE ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2021-04-21,Fail,1,0004N00146000000,Active,40.4241669207,-80.0125925562,Mount Washington,2,19
623796,0004P00056000000,"80 NORTON ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2020-09-03,Fail,2,0004P00056000000,Active,40.4258818624,-80.010529567,Mount Washington,2,19
623797,0004P00056000000,"80 NORTON ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2024-10-04,Pass,0,0004P00056000000,Active,40.4258818624,-80.010529567,Mount Washington,2,19
623798,0083E00215000000,"438 N FAIRMOUNT ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2020-06-18,Pass,0,0083E00215000000,Active,40.4684522897,-79.9311215476,Garfield,9,11
623799,0056F00282000000,"172 MARSDEN ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2020-09-03,Fail,1,0056F00282000000,Active,40.4106268857,-79.942101263,Hazelwood,5,15
623800,0057C00374000000,No primary address specified,15207,Condemned/Dead End Property,2024-06-26,Pass,0,0057C00374000000,Active,40.403190137,-79.9371048959,Hazelwood,5,15
623801,0015G00136000000,"210 INDUSTRY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-07-29,Fail,1,0015G00136000000,Active,40.420030384,-80.0041705212,Beltzhoover,3,18
623802,0011F00169000A00,"118 OLD KIRKPATRICK ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-07-29,Fail,1,0011F00169000A00,Active,40.4386048053,-79.9745842845,West Oakland,6,4
623803,0057B00193000000,"5280 2ND AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-08-07,Fail,2,0057B00193000000,Active,40.4040125233,-79.9426909583,Hazelwood,5,15
623804,0042M00170000000,"2941 MERWYN AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2022-11-10,Pass,0,0042M00170000000,Active,40.4564225292,-80.0516170319,Sheraden,2,20
623805,0042M00170000000,"2941 MERWYN AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2026-04-17,Fail,1,0042M00170000000,Active,40.4564225292,-80.0516170319,Sheraden,2,20
623806,0174F00078000000,No primary address specified,15208,Condemned/Dead End Property,2024-02-02,Pass,0,0174F00078000000,Active,40.4594447088,-79.8928259557,Homewood North,9,13
623807,0027F00039000000,"3116 AVALON ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2021-08-24,Fail,1,0027F00039000000,Active,40.4482955896,-79.9615109232,Terrace Village,6,5
623808,0027F00039000000,"3116 AVALON ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2022-08-22,Pass,0,0027F00039000000,Active,40.4482955896,-79.9615109232,Terrace Village,6,5
623809,0124M00188000000,No primary address specified,15206,Condemned/Dead End Property,2026-04-17,,,0124M00188000000,Active,40.4662294273,-79.9019854692,Lincoln-Lemington-Belmar,9,12
623810,0083J00025000000,"305 N FAIRMOUNT ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2020-07-16,Fail,1,0083J00025000000,Active,40.466646566,-79.9316198623,Garfield,9,11
623811,0046P00114000000,"1932 LITHGOW AVE, Pittsburgh, PA 15214",15214,Condemned/Dead End Property,2026-05-27,Fail,1,0046P00114000000,Active,40.4628376523,-80.0100590612,Perry South,6,25
623812,0062F00006000000,"2336 VODELI ST, Pittsburgh, 15216",15216,Condemned/Dead End Property,2020-09-03,Fail,2,0062F00006000000,Active,40.4016128262,-80.0282977686,Beechview,4,19
623813,0062F00006000000,"2336 VODELI ST, Pittsburgh, 15216",15216,Condemned/Dead End Property,2022-08-08,,,0062F00006000000,Active,40.4016128262,-80.0282977686,Beechview,4,19
623814,0050H00290000000,No primary address specified,15224,Condemned/Dead End Property,2022-12-02,Pass,0,0050H00290000000,Active,40.4681329657,-79.9363222224,Garfield,9,10
623815,0095F00007000000,"2122 FAIRLAND ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-02-05,Fail,2,0095F00007000000,Active,40.391095233,-79.995185133,Overbrook,4,32
623816,0056N00115000000,"5117 BLAIR ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-10-22,Fail,1,0056N00115000000,Active,40.4060258892,-79.9460924071,Hazelwood,5,15
623817,0174G00281000000,"7420 MOUNT VERNON ST, Pittsburgh, PA 15208",15208,Condemned/Dead End Property,2026-05-21,,,0174G00281000000,Active,40.4598615811,-79.8898176085,Homewood North,9,13
623818,0174K00385000000,"702 STERRETT ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2022-04-08,Fail,2,0174K00385000000,Active,40.4552626231,-79.8945861944,Homewood South,9,13
623819,0174K00385000000,"702 STERRETT ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2024-05-28,Pass,0,0174K00385000000,Active,40.4552626231,-79.8945861944,Homewood South,9,13
623820,0055S00053000000,"1 TESLA ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-09-13,Fail,1,0055S00053000000,Active,40.4143479805,-79.9329521731,Hazelwood,5,15
623821,0055S00053000000,"1 TESLA ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2025-05-12,Fail,1,0055S00053000000,Active,40.4143479805,-79.9329521731,Hazelwood,5,15
623822,0124R00027000000,"6542 LADSON ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-03-01,Pass,0,0124R00027000000,Active,40.4627018879,-79.907576605,Larimer,9,12
623823,0046F00041000000,"28 KENWOOD AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2022-11-02,Pass,0,0046F00041000000,Active,40.4694988535,-80.0097914723,Perry South,6,26
623824,0036R00136000000,"2703 BANKSVILLE AVE, Pittsburgh, PA 15216",15216,Condemned/Dead End Property,2020-08-21,Fail,2,0036R00136000000,Active,40.4057998362,-80.0382383775,Banksville,2,20
623825,0174A00193000000,"7050 KEDRON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2025-08-05,Pass,0,0174A00193000000,Active,40.4613279874,-79.8980960314,Homewood North,9,13
623826,0174N00146000000,"538 CLAWSON ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2021-05-03,Fail,2,0174N00146000000,Active,40.4541619991,-79.8986369537,Homewood South,9,13
623827,0033A00240000000,"437 PARKLOW ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2021-10-14,Fail,2,0033A00240000000,Active,40.4132217612,-79.9967541837,Knoxville,3,30
623828,0011K00271000300,"2013 BLVD OF THE ALLIES, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-09-03,Fail,2,0011K00271000300,Active,40.4364452857,-79.9773988286,Bluff,6,1
623829,0060S00216000000,"239 E AGNEW AVE, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2020-11-20,Fail,1,0060S00216000000,Active,40.396578283,-79.9829743526,Carrick,4,29
623830,0060S00216000000,"239 E AGNEW AVE, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2025-11-20,Fail,3,0060S00216000000,Active,40.396578283,-79.9829743526,Carrick,4,29
623831,0046N00364000000,"609 RIDGEWOOD ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2020-09-09,Fail,3,0046N00364000000,Active,40.4625261534,-80.0158026778,Perry South,6,25
623832,0014J00276000000,"437 CHALFONT ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-11-30,Fail,2,0014J00276000000,Active,40.416898535,-79.9989096956,Beltzhoover,3,18
623833,0077P00210000000,No primary address specified,15214,Condemned/Dead End Property,2022-09-09,Pass,0,0077P00210000000,Active,40.474205585,-80.0098967722,Perry South,6,26
623834,0174F00270000000,"7324 RACE ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-09-08,Fail,2,0174F00270000000,Active,40.4578499318,-79.8922569781,Homewood North,9,13
623835,0115P00128000000,"722 WOODS RUN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2022-09-16,Fail,1,0115P00128000000,Active,40.4821125994,-80.0260705644,Brighton Heights,1,27
623836,0049J00191000B00,"246 ATER Way, Pittsburgh, PA 15201",15201,Condemned/Dead End Property,2021-10-18,Fail,2,0049J00191000B00,Active,40.4653104247,-79.9631190321,Lower Lawrenceville,7,6
623837,0014R00065000000,"130 ZARA ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2024-03-11,Fail,2,0014R00065000000,Active,40.4156735202,-79.9896212012,Knoxville,3,30
623838,0010S00005000000,"2514 CENTRE AVE, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-08-24,Fail,1,0010S00005000000,Active,40.445272832,-79.970227173,Terrace Village,6,5
623839,0124H00193000000,"1233 MONTEZUMA ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2026-04-09,Pass,0,0124H00193000000,Active,40.4682164368,-79.9018430309,Lincoln-Lemington-Belmar,9,12
623840,0032F00331000000,No primary address specified,15210,Condemned/Dead End Property,2022-12-07,,,0032F00331000000,Active,40.4103832626,-79.9754983909,St. Clair,3,16
623841,0056C00085000000,"415 FLOWERS AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2020-09-11,Fail,2,0056C00085000000,Active,40.4122318284,-79.9372836469,Hazelwood,5,15
623842,0046N00065000000,No primary address specified,15214,Condemned/Dead End Property,2023-10-11,Fail,1,0046N00065000000,Active,40.4644944442,-80.0146835119,Perry South,6,25
623843,0174M00018000000,"8106 FRANKSTOWN AVE, Pittsburgh, 15221",15221,Condemned/Dead End Property,2026-04-17,Pass,0,0174M00018000000,Active,40.4552384071,-79.8831041361,East Hills,9,13
623844,0174M00018000000,"8106 FRANKSTOWN AVE, Pittsburgh, 15221",15221,Condemned/Dead End Property,2026-04-17,Fail,2,0174M00018000000,Active,40.4552384071,-79.8831041361,East Hills,9,13
623845,0015R00265000000,No primary address specified,15210,Condemned/Dead End Property,2023-09-01,,,0015R00265000000,Active,40.4161462415,-80.0046056493,Beltzhoover,3,18
623846,0184E00067000000,"1210 MIFFLIN RD, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-08-23,Fail,1,0184E00067000000,Active,40.3712913552,-79.9159098025,Lincoln Place,5,31
623847,0013P00052000000,"309 STERLING ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-09,Fail,2,0013P00052000000,Active,40.414501328,-79.9747184931,Arlington,3,16
623848,0013P00052000000,"309 STERLING ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-07-07,Fail,1,0013P00052000000,Active,40.414501328,-79.9747184931,Arlington,3,16
623849,0124G00188000000,No primary address specified,15206,Condemned/Dead End Property,2022-08-30,Pass,0,0124G00188000000,Active,40.4691218526,-79.9071779231,Lincoln-Lemington-Belmar,9,12
623850,0033J00164000000,"117 SCHUCHERT ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2021-07-08,Fail,2,0033J00164000000,Active,40.4081846725,-79.9974214601,Bon Air,4,18
623851,0095M00080000000,"47 BECKS RUN RD, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-04-22,Fail,1,0095M00080000000,Active,40.3891879313,-79.9835127306,Carrick,4,29
623852,0095M00080000000,"47 BECKS RUN RD, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-09-16,Fail,1,0095M00080000000,Active,40.3891879313,-79.9835127306,Carrick,4,29
623853,0060H00300000000,"206 ALRIES ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2020-08-20,Fail,2,0060H00300000000,Active,40.3994332651,-79.985306945,Carrick,4,29
623854,0024J00426000000,"834 PERALTA ST, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2023-04-17,Pass,0,0024J00426000000,Active,40.4557433093,-79.9958849967,East Allegheny,1,23
623855,0042C00137000000,No primary address specified,15204,Condemned/Dead End Property,2022-10-10,Pass,0,0042C00137000000,Active,40.4620457278,-80.054506604,Esplen,2,20
623856,0014G00271000000,"952 MANTON Way, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-02-21,,,0014G00271000000,Active,40.4211259415,-79.990036205,Allentown,3,18
623857,0014K00040000000,"846 LILLIAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-03,Fail,2,0014K00040000000,Active,40.4185931708,-79.9918494359,Allentown,3,18
623858,0014K00040000000,"846 LILLIAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2025-02-28,Pass,0,0014K00040000000,Active,40.4185931708,-79.9918494359,Allentown,3,18
623859,0091E00023000000,"297 BALDWIN RD, Pittsburgh, 15207",15207,Condemned/Dead End Property,2021-10-11,Fail,1,0091E00023000000,Active,40.3898364596,-79.9325783677,Hays,5,31
623860,0091E00023000000,"297 BALDWIN RD, Pittsburgh, 15207",15207,Condemned/Dead End Property,2025-01-24,Fail,1,0091E00023000000,Active,40.3898364596,-79.9325783677,Hays,5,31
623861,0024D00135000000,"1516 VALENTINE ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-03-03,,,0024D00135000000,Active,40.4620251995,-79.9850222877,Troy Hill,1,24
623862,0024D00135000000,"1516 VALENTINE ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-03-03,Fail,1,0024D00135000000,Active,40.4620251995,-79.9850222877,Troy Hill,1,24
623863,0014K00113000000,"308 ORCHARD PL, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-11-06,Fail,3,0014K00113000000,Active,40.4177864607,-79.9936814997,Knoxville,3,30
623864,0010L00156000000,"2405 WYLIE AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2024-03-22,Fail,2,0010L00156000000,Active,40.4476550531,-79.9732033041,Middle Hill,6,5
623865,0010D00250000000,"647 HOLLACE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-07-23,Fail,2,0010D00250000000,Active,40.4509654233,-79.9682785245,Middle Hill,6,5
623866,0010D00250000000,"647 HOLLACE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2021-02-18,Pass,0,0010D00250000000,Active,40.4509654233,-79.9682785245,Middle Hill,6,5
623867,0121K00313000000,"6925 GREENWOOD ST, Pittsburgh, PA 15206",15206,Condemned/Dead End Property,2024-01-09,Fail,1,0121K00313000000,Active,40.4850371842,-79.9249222635,Morningside,7,10
623868,0014E00157000000,"527 INDUSTRY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-01,Fail,1,0014E00157000000,Active,40.4209548941,-79.9978806182,Beltzhoover,3,18
623869,0014E00157000000,"527 INDUSTRY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-10-06,,,0014E00157000000,Active,40.4209548941,-79.9978806182,Beltzhoover,3,18
623870,0027B00002000000,No primary address specified,15219,Condemned/Dead End Property,2021-02-17,Pass,0,0027B00002000000,Active,40.4527568734,-79.9579146534,Upper Hill,6,5
623871,0026D00010000000,No primary address specified,15224,Condemned/Dead End Property,2023-02-15,Fail,2,0026D00010000000,Active,40.4616931243,-79.9534291316,Bloomfield,7,8
623872,0042M00056000000,"3014 ZEPHYR AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2021-04-09,Fail,2,0042M00056000000,Active,40.4568235688,-80.0536350255,Sheraden,2,20
623873,0124H00019000000,"1257 ALBUM ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2020-06-26,Fail,2,0124H00019000000,Active,40.4696727866,-79.9019386175,Lincoln-Lemington-Belmar,9,12
623874,0124H00019000000,"1257 ALBUM ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-04-10,Pass,0,0124H00019000000,Active,40.4696727866,-79.9019386175,Lincoln-Lemington-Belmar,9,12
623875,0094F00120000000,"414 KIRK AVE, Pittsburgh, 15227",15227,Condemned/Dead End Property,2023-06-30,Pass,0,0094F00120000000,Active,40.3917473433,-79.9769697427,Carrick,4,29
623876,0094F00120000000,"414 KIRK AVE, Pittsburgh, 15227",15227,Condemned/Dead End Property,2026-08-05,Fail,2,0094F00120000000,Active,40.3917473433,-79.9769697427,Carrick,4,29
