_id,parcel_id,address,zip_code,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
625116,0033B00311000000,"233 MOORE AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2025-10-28,Fail,1,0033B00311000000,Active,40.4117335596,-79.9922755901,Knoxville,3,30
625117,0046S00208000000,"643 RISING MAIN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-09-08,Fail,2,0046S00208000000,Active,40.4643108166,-80.0011523569,Fineview,1,25
625118,0046S00208000000,"643 RISING MAIN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2024-04-11,Fail,1,0046S00208000000,Active,40.4643108166,-80.0011523569,Fineview,1,25
625119,0029G00017000000,"3133 BOHEM ST, Pittsburgh, 15213",15213,Condemned/Dead End Property,2020-08-26,Fail,1,0029G00017000000,Active,40.4286878599,-79.9543869721,South Oakland,3,4
625120,0029G00017000000,"3133 BOHEM ST, Pittsburgh, 15213",15213,Condemned/Dead End Property,2020-11-06,Pass,0,0029G00017000000,Active,40.4286878599,-79.9543869721,South Oakland,3,4
625121,0174P00199000000,"610 STERRETT ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-09-09,Fail,2,0174P00199000000,Active,40.4543450619,-79.8949558287,Homewood South,9,13
625122,0062P00298000100,"316 AIDYL AVE, Pittsburgh, 15226",15226,Condemned/Dead End Property,2025-11-07,Fail,1,0062P00298000100,Active,40.3948851621,-80.0272734704,Brookline,4,19
625123,0124S00044000000,"6728 DEARY ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2023-12-21,Fail,3,0124S00044000000,Active,40.4644592792,-79.9017746544,Lincoln-Lemington-Belmar,9,12
625124,0124S00044000000,"6728 DEARY ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-06-03,Pass,0,0124S00044000000,Active,40.4644592792,-79.9017746544,Lincoln-Lemington-Belmar,9,12
625125,0115D00250000000,"3947 PERRYSVILLE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2025-05-12,Fail,2,0115D00250000000,Active,40.4906778647,-80.0196886883,Perry North,1,26
625126,0015H00261000000,"226 INDUSTRY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2022-03-21,Fail,2,0015H00261000000,Active,40.4201844986,-80.0035795213,Beltzhoover,3,18
625127,0076N00384000000,"3100 BRIGHTON RD, Pittsburgh, 15212",15212,Condemned/Dead End Property,2025-02-28,Pass,0,0076N00384000000,Active,40.4739564504,-80.0288278436,Marshall-Shadeland,6,27
625128,0014P00264000000,"224 BAUSMAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-21,Fail,2,0014P00264000000,Active,40.4141289564,-79.9917188263,Knoxville,3,30
625129,0014P00264000000,"224 BAUSMAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-21,Pass,0,0014P00264000000,Active,40.4141289564,-79.9917188263,Knoxville,3,30
625130,0174L00094000000,"7605 BENNETT ST, Pittsburgh, 15208",15221,Condemned/Dead End Property,2026-07-28,Fail,2,0174L00094000000,Active,40.4551809656,-79.8900284967,Homewood South,9,13
625131,0010H00154000000,"566 FRANCIS ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-14,Fail,2,0010H00154000000,Active,40.4489634632,-79.9682880382,Middle Hill,6,5
625132,0015L00183000000,No primary address specified,15210,Condemned/Dead End Property,2020-09-22,Pass,0,0015L00183000000,Active,40.4169002643,-80.0046284894,Beltzhoover,3,18
625133,0013L00091000000,"2407 ARLINGTON AVE, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2026-01-08,Fail,1,0013L00091000000,Active,40.4176697769,-79.9723924022,South Side Slopes,3,16
625134,0013L00199000000,No primary address specified,15210,Condemned/Dead End Property,2021-01-15,Pass,0,0013L00199000000,Active,40.4168612021,-79.9712050852,Arlington,3,16
625135,0174N00155000000,"7134 HAMILTON AVE, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-11-25,Fail,2,0174N00155000000,Active,40.4545678867,-79.8983231146,Homewood South,9,13
625136,0174A00271000000,"7130 HERMITAGE ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2026-04-17,,,0174A00271000000,Active,40.460176775,-79.8960442927,Homewood North,9,13
625137,0174A00271000000,"7130 HERMITAGE ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2026-04-17,Fail,2,0174A00271000000,Active,40.460176775,-79.8960442927,Homewood North,9,13
625138,0116K00316000000,"427 DUNLAP ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2020-08-31,Fail,3,0116K00316000000,Active,40.4860270397,-80.0109656733,Perry North,1,26
625139,0116K00316000000,"427 DUNLAP ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2024-11-21,Pass,0,0116K00316000000,Active,40.4860270397,-80.0109656733,Perry North,1,26
625140,0046B00056000000,"2644 PERRYSVILLE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2026-07-29,Fail,2,0046B00056000000,Active,40.4719109899,-80.0097464391,Perry South,6,26
625141,0010K00175000000,"2202 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2021-01-21,Fail,2,0010K00175000000,Active,40.4472442501,-79.9775833333,Middle Hill,6,5
625142,0046F00325000000,"2335 OSGOOD ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2022-12-23,Pass,0,0046F00325000000,Active,40.4674754102,-80.007935185,Perry South,6,26
625143,0075M00012000000,"3222 RICHARDSON AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-09-21,Fail,1,0075M00012000000,Active,40.4748212017,-80.0356060622,Brighton Heights,6,27
625144,0075M00012000000,"3222 RICHARDSON AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-04-17,Pass,0,0075M00012000000,Active,40.4748212017,-80.0356060622,Brighton Heights,6,27
625145,0172R00071000000,"1805 FUNSTON AVE, Pittsburgh, PA 15235",15206,Condemned/Dead End Property,2022-06-01,Fail,2,0172R00071000000,Active,40.4724875744,-79.8883275302,Lincoln-Lemington-Belmar,9,12
625146,0172R00071000000,"1805 FUNSTON AVE, Pittsburgh, PA 15235",15206,Condemned/Dead End Property,2025-10-22,Pass,0,0172R00071000000,Active,40.4724875744,-79.8883275302,Lincoln-Lemington-Belmar,9,12
625147,0010D00266000000,"615 HOLLACE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-08-22,Fail,1,0010D00266000000,Active,40.4503396094,-79.9678899636,Middle Hill,6,5
625148,0010D00266000000,"615 HOLLACE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2025-08-22,Fail,1,0010D00266000000,Active,40.4503396094,-79.9678899636,Middle Hill,6,5
625149,0013J00112000000,"1924 ARLINGTON AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-07-23,Fail,3,0013J00112000000,Active,40.4174997767,-79.9796361,Arlington,3,16
625150,0042H00214000000,"3126 SACRAMENTO AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-09-09,Fail,1,0042H00214000000,Active,40.4592988256,-80.0518731831,Sheraden,2,20
625151,0025H00108000000,"316 HARMAR ST, Pittsburgh, PA 15219",15219,Condemned/Dead End Property,2020-06-17,Pass,0,0025H00108000000,Active,40.4578863342,-79.9681982009,Polish Hill,7,6
625152,0019G00317000000,"532 LOVELACE ST, Pittsburgh, 15220",15220,Condemned/Dead End Property,2022-11-08,Pass,0,0019G00317000000,Active,40.4401437506,-80.03852472,Elliott,2,20
625153,0019G00317000000,"532 LOVELACE ST, Pittsburgh, 15220",15220,Condemned/Dead End Property,2026-04-17,Fail,1,0019G00317000000,Active,40.4401437506,-80.03852472,Elliott,2,20
625154,0174P00201000000,"614 STERRETT ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-09-09,Fail,2,0174P00201000000,Active,40.454422355,-79.894925066,Homewood South,9,13
625155,0046S00153000000,"630 TOBOGGAN ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-09-09,Fail,3,0046S00153000000,Active,40.4647326244,-80.0019308862,Fineview,1,25
625156,0071J00110000000,"3746 WINDGAP AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-09-10,Fail,1,0071J00110000000,Active,40.4575192194,-80.0792985019,Windgap,2,28
625157,0010H00202000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-06,Pass,0,0010H00202000000,Active,40.4502652636,-79.9678382179,Middle Hill,6,5
625158,0046F00130000000,"2421 PERRYSVILLE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-08-24,Fail,1,0046F00130000000,Active,40.4682157601,-80.0103737241,Perry South,6,26
625159,0045N00012000000,"1314 HALSEY PL, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-04-17,Pass,0,0045N00012000000,Active,40.4646791964,-80.0291834101,Marshall-Shadeland,6,27
625160,0057G00235000000,"5615 2ND AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-02-16,Fail,1,0057G00235000000,Active,40.4009055078,-79.9387720167,Hazelwood,5,15
625161,0057G00235000000,"5615 2ND AVE, Pittsburgh, 15207",15207,Condemned/Dead End Property,2024-06-26,Fail,1,0057G00235000000,Active,40.4009055078,-79.9387720167,Hazelwood,5,15
625162,0003R00321000000,"919 EUREKA ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-11-30,Fail,2,0003R00321000000,Active,40.4240371558,-79.9910791573,Allentown,3,18
625163,0045S00180000A00,"711 1/2 MELROSE AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2025-07-16,Fail,3,0045S00180000A00,Active,40.4631091262,-80.0171166473,Perry South,6,25
625164,0015G00202000000,"85 CLIMAX ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-08-16,Fail,2,0015G00202000000,Active,40.4190815277,-80.0067509611,Beltzhoover,3,18
625165,0015G00202000000,"85 CLIMAX ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-09-12,Pass,0,0015G00202000000,Active,40.4190815277,-80.0067509611,Beltzhoover,3,18
625166,0015H00188000000,"211 ESTELLA AVE, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2024-12-11,Fail,1,0015H00188000000,Active,40.4202105876,-80.0002221186,Beltzhoover,3,18
625167,0124P00319000000,"621 TURRETT ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2025-10-10,Fail,3,0124P00319000000,Active,40.4635262848,-79.908070819,Larimer,9,12
625168,0010G00298000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-16,Pass,0,0010G00298000000,Active,40.4500947886,-79.9733867978,Middle Hill,6,5
625169,0010G00298000000,No primary address specified,15219,Condemned/Dead End Property,2022-05-26,,,0010G00298000000,Active,40.4500947886,-79.9733867978,Middle Hill,6,5
625170,0044C00264000000,"3016 COHUTTA ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-07-20,Fail,1,0044C00264000000,Active,40.4714461892,-80.0370106295,Marshall-Shadeland,6,27
625171,0046F00031000000,"38 KENWOOD AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2026-02-23,Fail,2,0046F00031000000,Active,40.4693427824,-80.010615801,Perry South,6,26
625172,0042N00338000000,"3233 CHARTIERS AVE, Pittsburgh, 15204",15204,Condemned/Dead End Property,2020-08-27,Pass,0,0042N00338000000,Active,40.4537239233,-80.0655320433,Sheraden,2,20
625173,0044H00278000000,"2825 CALIFORNIA AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-02-23,Fail,1,0044H00278000000,Active,40.4694921303,-80.0360656421,Marshall-Shadeland,6,27
625174,0044H00278000000,"2825 CALIFORNIA AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-04-13,Fail,1,0044H00278000000,Active,40.4694921303,-80.0360656421,Marshall-Shadeland,6,27
625175,0173L00047000000,"1541 OAKDENE ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2020-09-08,Fail,2,0173L00047000000,Active,40.4666441577,-79.89060459,Lincoln-Lemington-Belmar,9,12
625176,0173L00047000000,"1541 OAKDENE ST, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-08-14,Pass,0,0173L00047000000,Active,40.4666441577,-79.89060459,Lincoln-Lemington-Belmar,9,12
625177,0174L00027000000,"7419 IDLEWILD ST, Pittsburgh, 15208",15208,Condemned/Dead End Property,2020-09-01,Fail,1,0174L00027000000,Active,40.4571593521,-79.8906356754,Homewood North,9,13
625178,0050L00034000C00,"5310 BROWN Way, Pittsburgh, PA 15224",15224,Condemned/Dead End Property,2020-05-27,Fail,1,0050L00034000C00,Active,40.4668300981,-79.9373933584,Garfield,9,10
625179,0050L00034000C00,"5310 BROWN Way, Pittsburgh, PA 15224",15224,Condemned/Dead End Property,2023-07-10,,,0050L00034000C00,Active,40.4668300981,-79.9373933584,Garfield,9,10
625180,0033B00338000000,"339 MOORE AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-04,Fail,2,0033B00338000000,Active,40.41228553,-79.9945716515,Knoxville,3,30
625181,0033B00338000000,"339 MOORE AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2023-08-23,Pass,0,0033B00338000000,Active,40.41228553,-79.9945716515,Knoxville,3,30
625182,0084K00144000000,"356 LAMONT PL, Pittsburgh, 15232",15232,Condemned/Dead End Property,2024-07-11,Fail,1,0084K00144000000,Active,40.4555760452,-79.9271572922,Shadyside,8,7
625183,0175G00080000000,"7809 SUSQUEHANNA ST, Pittsburgh, 15208",15221,Condemned/Dead End Property,2020-09-10,Fail,2,0175G00080000000,Active,40.4499408474,-79.8885851643,Homewood South,9,13
625184,0175G00080000000,"7809 SUSQUEHANNA ST, Pittsburgh, 15208",15221,Condemned/Dead End Property,2026-04-22,,,0175G00080000000,Active,40.4499408474,-79.8885851643,Homewood South,9,13
625185,0034D00002000000,"415 VANDALIA ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-09,Fail,1,0034D00002000000,Active,40.4137891865,-79.9996408375,Beltzhoover,3,18
625186,0045P00098000000,"1233 ISLAND AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2021-01-29,Fail,1,0045P00098000000,Active,40.4628136788,-80.0263454141,California-Kirkbride,6,21
625187,0060R00359000000,No primary address specified,15210,Condemned/Dead End Property,2021-02-16,Pass,0,0060R00359000000,Active,40.395780572,-79.9874729907,Carrick,4,29
625188,0077K00265000000,"24 E MARSHALL AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2024-02-15,Fail,2,0077K00265000000,Active,40.4753406615,-80.0094934969,Perry South,6,26
625189,0016P00209000000,"1339 METHYL ST, Pittsburgh, PA 15216",15216,Condemned/Dead End Property,2021-01-26,Pass,0,0016P00209000000,Active,40.414613948,-80.0255904371,Beechview,4,19
625190,0174K00099000000,No primary address specified,15208,Condemned/Dead End Property,2024-02-16,Pass,0,0174K00099000000,Active,40.4574103588,-79.8951940789,Homewood North,9,13
625191,0033A00290000000,"434 ARABELLA ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-21,Fail,2,0033A00290000000,Active,40.4121639977,-79.996404031,Knoxville,3,30
625192,0124K00249000000,"647 PAULSON AVE, Pittsburgh, 15206",15206,Condemned/Dead End Property,2024-04-29,Pass,0,0124K00249000000,Active,40.4656911303,-79.9092098397,Larimer,9,12
625193,0175H00085000000,No primary address specified,15221,Condemned/Dead End Property,2020-10-19,Pass,0,0175H00085000000,Active,40.4493050024,-79.8854425939,Homewood South,9,13
625194,0026N00249000000,"700 HERRON AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-06,Fail,2,0026N00249000000,Active,40.4532113449,-79.9648826651,Upper Hill,6,5
625195,0077N00227000000,"2701 LELAND ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-11-06,Pass,0,0077N00227000000,Active,40.4725425516,-80.0130505496,Perry South,6,26
625196,0042S00313000000,"2774 GLEN MAWR ST, Pittsburgh, PA 15204",15204,Condemned/Dead End Property,2020-08-31,Fail,1,0042S00313000000,Active,40.4549715735,-80.0507790083,Sheraden,2,20
625197,0042S00313000000,"2774 GLEN MAWR ST, Pittsburgh, PA 15204",15204,Condemned/Dead End Property,2023-07-12,,,0042S00313000000,Active,40.4549715735,-80.0507790083,Sheraden,2,20
625198,0231E00313000000,No primary address specified,15221,Condemned/Dead End Property,2023-09-13,Pass,0,0231E00313000000,Active,40.4585433513,-79.8795153868,Homewood North,9,13
625199,0042M00109000000,"2906 GLEN MAWR ST, Pittsburgh, PA 15204",15204,Condemned/Dead End Property,2021-01-29,Fail,2,0042M00109000000,Active,40.4555302807,-80.0513098475,Sheraden,2,20
625200,0057C00103000000,No primary address specified,15207,Condemned/Dead End Property,2022-08-05,Pass,0,0057C00103000000,Active,40.403333737,-79.94103293,Hazelwood,5,15
625201,0062D00340000000,"2024 PIONEER AVE, Pittsburgh, 15226",15226,Condemned/Dead End Property,2020-06-11,Fail,2,0062D00340000000,Active,40.4020801129,-80.0165655969,Brookline,4,19
625202,0042C00174000000,No primary address specified,15204,Condemned/Dead End Property,2023-01-18,Pass,0,0042C00174000000,Active,40.461850677,-80.0552439603,Esplen,2,20
625203,0046A00132000000,"2655 NORWOOD AVE, Pittsburgh, 15214",15214,Condemned/Dead End Property,2020-09-08,Fail,3,0046A00132000000,Active,40.4719290906,-80.0134971737,Perry South,6,26
625204,0046F00194000000,"254 E BURGESS ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2025-06-18,,,0046F00194000000,Active,40.4678822273,-80.0092274645,Perry South,6,26
625205,0033F00293000000,"318 MCKINLEY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-09-04,Fail,2,0033F00293000000,Active,40.4095033294,-79.9944765123,Knoxville,3,30
625206,0033F00293000000,"318 MCKINLEY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-02-21,Pass,0,0033F00293000000,Active,40.4095033294,-79.9944765123,Knoxville,3,30
625207,0075M00265000000,No primary address specified,15212,Condemned/Dead End Property,2022-09-16,Pass,0,0075M00265000000,Active,40.4757535124,-80.0338276244,Marshall-Shadeland,6,27
625208,0026K00256000000,"3450 WEBSTER AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-07-23,Fail,2,0026K00256000000,Active,40.4556940728,-79.9603971865,Upper Hill,6,5
625209,0059E00196000000,"1633 E CHERRYHILL ST, Pittsburgh, PA 15210",15210,Condemned/Dead End Property,2026-07-24,Fail,3,0059E00196000000,Active,40.400121736,-79.9804425663,Carrick,4,29
625210,0071H00149000000,"1165 OETTING ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2026-03-20,Fail,2,0071H00149000000,Active,40.4579194674,-80.0671650254,Sheraden,2,20
625211,0010D00236000000,No primary address specified,15219,Condemned/Dead End Property,2020-10-19,Pass,0,0010D00236000000,Active,40.4508056256,-79.9684499034,Middle Hill,6,5
625212,0056F00263000000,No primary address specified,15207,Condemned/Dead End Property,2024-08-21,Pass,0,0056F00263000000,Active,40.4111032455,-79.9412019444,Hazelwood,5,15
625213,0046S00348000000,"74 EDENVALE ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-07-29,Pass,0,0046S00348000000,Active,40.4624919598,-80.0029138012,Fineview,1,25
625214,0173C00055000000,"1657 ELROD Way, Pittsburgh, 15206",15206,Condemned/Dead End Property,2025-04-02,Pass,0,0173C00055000000,Active,40.4709471831,-79.8910462402,Lincoln-Lemington-Belmar,9,12
625215,0014K00169000000,No primary address specified,15210,Condemned/Dead End Property,2025-02-28,Pass,0,0014K00169000000,Active,40.417454317,-79.9936540066,Knoxville,3,30
625216,0019C00188000000,"111 CRUCIBLE ST, Pittsburgh, 15220",15220,Condemned/Dead End Property,2026-04-22,Fail,1,0019C00188000000,Active,40.4418221745,-80.0392617001,Elliott,2,20
625217,0010D00059000000,"2726 BEDFORD AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-07-13,Fail,2,0010D00059000000,Active,40.451808291,-79.9695341147,Bedford Dwellings,6,5
625218,0076K00256000000,"934 ROTHPLETZ ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-09-09,Fail,2,0076K00256000000,Active,40.4758606083,-80.0254701575,Marshall-Shadeland,1,27
625219,0076K00256000000,"934 ROTHPLETZ ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2023-02-24,,,0076K00256000000,Active,40.4758606083,-80.0254701575,Marshall-Shadeland,1,27
625220,0015H00089000000,"307 FREELAND ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-28,Fail,2,0015H00089000000,Active,40.4192030373,-80.0020363738,Beltzhoover,3,18
625221,0015H00089000000,"307 FREELAND ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2024-06-26,Pass,0,0015H00089000000,Active,40.4192030373,-80.0020363738,Beltzhoover,3,18
625222,0040C00162000000,"514 STRATMORE ST, Pittsburgh, PA 15205",15205,Condemned/Dead End Property,2020-09-10,Fail,1,0040C00162000000,Active,40.441828597,-80.0569279834,Crafton Heights,2,28
625223,0024F00185000000,"1125 SPRING GARDEN AVE, Pittsburgh, 15212",15212,Condemned/Dead End Property,2026-03-30,Fail,3,0024F00185000000,Active,40.4597897763,-79.9924109675,Spring Garden,1,24
625224,0175M00010000000,"7938 MADIERA ST, Pittsburgh, 15221",15221,Condemned/Dead End Property,2020-07-10,Fail,2,0175M00010000000,Active,40.4476536378,-79.8860931534,Homewood South,9,13
625225,0004J00127000000,"477 BELONDA ST, Pittsburgh, 15211",15211,Condemned/Dead End Property,2023-10-26,Pass,0,0004J00127000000,Active,40.4272437689,-80.013832802,Mount Washington,2,19
625226,0060L00110000000,"112 NEWETT ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2025-11-10,Fail,1,0060L00110000000,Active,40.3971366198,-79.9899652035,Carrick,4,29
625227,0056N00243000000,"429 W ELIZABETH ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2020-06-01,Fail,3,0056N00243000000,Active,40.4061927901,-79.9475770562,Hazelwood,5,15
625228,0035B00113000000,No primary address specified,15216,Condemned/Dead End Property,2023-09-11,Pass,0,0035B00113000000,Active,40.4128733533,-80.0269493693,Beechview,4,19
625229,0015R00119000000,"922 MONTOOTH ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-03,Fail,2,0015R00119000000,Active,40.4143539704,-80.0059750432,Beltzhoover,3,18
625230,0014A00189000000,"605 E WARRINGTON AVE, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-06-18,Pass,0,0014A00189000000,Active,40.4218995427,-79.9970791311,Allentown,3,18
625231,0022H00260000000,"1716 MARQUIS Way, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2026-08-20,Fail,1,0022H00260000000,Active,40.4587791476,-80.0180155258,California-Kirkbride,6,25
625232,0060B00098000000,No primary address specified,15210,Condemned/Dead End Property,2023-09-18,Pass,0,0060B00098000000,Active,40.403675951,-79.99187191,Carrick,4,29
625233,0056N00142000000,"5132 BLAIR ST, Pittsburgh, 15207",15207,Condemned/Dead End Property,2020-08-12,Fail,1,0056N00142000000,Active,40.4057020379,-79.9465120945,Hazelwood,5,15
625234,0014P00257000000,"238 BAUSMAN ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2020-08-21,Fail,2,0014P00257000000,Active,40.4141063978,-79.9923918851,Knoxville,3,30
625235,0174F00303000000,"7227 IDLEWILD ST, Pittsburgh, PA 15208",15208,Condemned/Dead End Property,2026-04-29,Fail,3,0174F00303000000,Active,40.4580772092,-79.8946739388,Homewood North,9,13
625236,0023L00165000000,"1201 BOYLE ST, Pittsburgh, PA 15212",15212,Condemned/Dead End Property,2026-05-27,Fail,1,0023L00165000000,Active,40.4561119008,-80.0061186579,Central Northside,1,22
625237,0022A00168000000,No primary address specified,15212,Condemned/Dead End Property,2025-07-22,Pass,0,0022A00168000000,Active,40.46184891,-80.0299518767,California-Kirkbride,6,21
625238,0174B00060000000,"7257 UPLAND ST, Pittsburgh, 15208",15206,Condemned/Dead End Property,2026-05-13,Fail,2,0174B00060000000,Active,40.4617654377,-79.892346196,Homewood North,9,13
625239,0041H00199000000,"809 DUBOIS ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2024-06-05,Fail,1,0041H00199000000,Active,40.4499949741,-80.0508086363,Crafton Heights,2,20
625240,0047R00036000000,"1316 ITIN ST, Pittsburgh, 15212",15212,Condemned/Dead End Property,2020-09-02,Fail,1,0047R00036000000,Active,40.4627835741,-79.9903532798,Spring Hill-City View,1,24
625241,0027A00275000000,No primary address specified,15219,Condemned/Dead End Property,2022-04-05,Pass,0,0027A00275000000,Active,40.4519127034,-79.962896883,Upper Hill,6,5
625242,0027E00146000000,"3011 CENTRE AVE, Pittsburgh, 15219",15219,Condemned/Dead End Property,2022-01-06,Fail,2,0027E00146000000,Active,40.449117868,-79.9642696942,Upper Hill,6,5
625243,0027B00247000000,"817 CHEROKEE ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2026-04-17,Pass,0,0027B00247000000,Active,40.4514653153,-79.9602326881,Upper Hill,6,5
625244,0175H00197000000,No primary address specified,15221,Condemned/Dead End Property,2024-11-25,Pass,0,0175H00197000000,Active,40.4501644561,-79.8838134471,East Hills,9,13
625245,0120K00200000000,"6004 SAWYER ST, Pittsburgh, PA 15201",15201,Condemned/Dead End Property,2020-06-25,Fail,1,0120K00200000000,Active,40.4861111155,-79.9419037487,Stanton Heights,7,10
625246,0011E00187000000,"216 WICK ST, Pittsburgh, 15219",15219,Condemned/Dead End Property,2020-08-20,Fail,2,0011E00187000000,Active,40.4395661668,-79.9795240665,Crawford-Roberts,6,3
625247,0081B00070000000,"5538 CAMELIA ST, Pittsburgh, 15201",15201,Condemned/Dead End Property,2025-05-07,Fail,3,0081B00070000000,Active,40.4809187967,-79.9444723369,Stanton Heights,7,10
625248,0010D00258000000,No primary address specified,15219,Condemned/Dead End Property,2021-04-22,Pass,0,0010D00258000000,Active,40.4506544456,-79.9680849385,Middle Hill,6,5
625249,0014E00174000100,"621 INDUSTRY ST, Pittsburgh, 15210",15210,Condemned/Dead End Property,2026-01-08,Fail,1,0014E00174000100,Active,40.4209563745,-79.9964485849,Allentown,3,18
625250,0115H00095000000,"121 HEMPHILL ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-02-22,Fail,1,0115H00095000000,Active,40.4883862548,-80.0181961208,Perry North,1,26
625251,0115H00095000000,"121 HEMPHILL ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2023-02-22,,,0115H00095000000,Active,40.4883862548,-80.0181961208,Perry North,1,26
625252,0115H00095000000,"121 HEMPHILL ST, Pittsburgh, 15214",15214,Condemned/Dead End Property,2026-06-22,Pass,0,0115H00095000000,Active,40.4883862548,-80.0181961208,Perry North,1,26
625253,0231F00230000000,"8516 DERSAM ST, Pittsburgh, 15235",15221,Condemned/Dead End Property,2020-08-27,Fail,2,0231F00230000000,Active,40.4593298233,-79.8754722325,East Hills,9,13
625254,0020R00208000000,"900 WILHELM ST, Pittsburgh, PA 15220",15220,Condemned/Dead End Property,2024-04-11,Pass,0,0020R00208000000,Active,40.4446844744,-80.0375710986,Elliott,2,20
625255,0042C00131000000,"229 RADCLIFFE ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2022-06-29,Pass,0,0042C00131000000,Active,40.4621262009,-80.0547137853,Esplen,2,20
625256,0042C00131000000,"229 RADCLIFFE ST, Pittsburgh, 15204",15204,Condemned/Dead End Property,2023-02-20,Fail,2,0042C00131000000,Active,40.4621262009,-80.0547137853,Esplen,2,20
